qid,dataset,text,dimension_model,dimensions
PSS_5_9,HUMAN,"During the past month, how often have you had trouble sleeping because you have pain?",human_03,['Physical']
PSS_5_9,HUMAN,"During the past month, how often have you had trouble sleeping because you have pain?",human_04,['Physical']
PSS_5_9,HUMAN,"During the past month, how often have you had trouble sleeping because you have pain?",human_05,['Physical']
PSS_5_9,HUMAN,"During the past month, how often have you had trouble sleeping because you have pain?",human_06,['Physical']
PSS_5_9,HUMAN,"During the past month, how often have you had trouble sleeping because you have pain?",human_07,['Physical']
PSS_5_9,HUMAN,"During the past month, how often have you had trouble sleeping because you have pain?",human_08,['Physical']
PSS_5_9,HUMAN,"During the past month, how often have you had trouble sleeping because you have pain?",human_09,['Physical']
PSS_5_9,HUMAN,"During the past month, how often have you had trouble sleeping because you have pain?",human_10,['Physical']
PSS_5_9,HUMAN,"During the past month, how often have you had trouble sleeping because you have pain?",human_11,['Physical']
PSS_5_9,HUMAN,"During the past month, how often have you had trouble sleeping because you have pain?",human_12,['Physical']
PSS_5_9,HUMAN,"During the past month, how often have you had trouble sleeping because you have pain?",human_13,['Physical']
PSS_5_9,HUMAN,"During the past month, how often have you had trouble sleeping because you have pain?",human_14,['Physical']
PSS_5_9,HUMAN,"During the past month, how often have you had trouble sleeping because you have pain?",human_15,['Physical']
PSS_5_9,HUMAN,"During the past month, how often have you had trouble sleeping because you have pain?",human_16,['Physical']
PSS_5_9,HUMAN,"During the past month, how often have you had trouble sleeping because you have pain?",human_17,['Physical']
PSS_5_9,HUMAN,"During the past month, how often have you had trouble sleeping because you have pain?",human_18,['Spiritual']
PSS_5_9,HUMAN,"During the past month, how often have you had trouble sleeping because you have pain?",human_19,['Physical']
PSS_5_9,HUMAN,"During the past month, how often have you had trouble sleeping because you have pain?",human_20,['Physical']
PSS_5_9,HUMAN,"During the past month, how often have you had trouble sleeping because you have pain?",human_21,['Physical']
PSS_5_9,HUMAN,"During the past month, how often have you had trouble sleeping because you have pain?",human_22,['Physical']
PSS_5_9,HUMAN,"During the past month, how often have you had trouble sleeping because you have pain?",human_23,['Physical']
PSS_5_9,HUMAN,"During the past month, how often have you had trouble sleeping because you have pain?",human_24,['Physical']
PSS_5_9,HUMAN,"During the past month, how often have you had trouble sleeping because you have pain?",human_25,['Physical']
PSS_5_9,HUMAN,"During the past month, how often have you had trouble sleeping because you have pain?",human_26,['Physical']
PSS_5_9,HUMAN,"During the past month, how often have you had trouble sleeping because you have pain?",human_27,['Physical']
PSS_5_9,HUMAN,"During the past month, how often have you had trouble sleeping because you have pain?",human_28,['Physical']
PSS_5_10,HUMAN,"During the past month, how often have you had trouble sleeping because of other reasons?",human_01,['Physical']
PSS_5_10,HUMAN,"During the past month, how often have you had trouble sleeping because of other reasons?",human_02,['Physical']
PSS_5_10,HUMAN,"During the past month, how often have you had trouble sleeping because of other reasons?",human_03,['Emotional']
PSS_5_10,HUMAN,"During the past month, how often have you had trouble sleeping because of other reasons?",human_04,['Physical']
PSS_5_10,HUMAN,"During the past month, how often have you had trouble sleeping because of other reasons?",human_05,['Physical']
PSS_5_10,HUMAN,"During the past month, how often have you had trouble sleeping because of other reasons?",human_06,['Emotional']
PSS_5_10,HUMAN,"During the past month, how often have you had trouble sleeping because of other reasons?",human_07,['Emotional']
PSS_5_10,HUMAN,"During the past month, how often have you had trouble sleeping because of other reasons?",human_08,['Environmental']
PSS_5_10,HUMAN,"During the past month, how often have you had trouble sleeping because of other reasons?",human_09,['Physical']
PSS_5_10,HUMAN,"During the past month, how often have you had trouble sleeping because of other reasons?",human_10,['Physical']
PSS_5_10,HUMAN,"During the past month, how often have you had trouble sleeping because of other reasons?",human_11,['Physical']
PSS_5_10,HUMAN,"During the past month, how often have you had trouble sleeping because of other reasons?",human_12,['Emotional']
PSS_5_10,HUMAN,"During the past month, how often have you had trouble sleeping because of other reasons?",human_13,['Physical']
PSS_5_10,HUMAN,"During the past month, how often have you had trouble sleeping because of other reasons?",human_14,['Physical']
PSS_5_10,HUMAN,"During the past month, how often have you had trouble sleeping because of other reasons?",human_15,['Physical']
PSS_5_10,HUMAN,"During the past month, how often have you had trouble sleeping because of other reasons?",human_16,['Environmental']
PSS_5_10,HUMAN,"During the past month, how often have you had trouble sleeping because of other reasons?",human_17,['Physical']
PSS_5_10,HUMAN,"During the past month, how often have you had trouble sleeping because of other reasons?",human_18,['Spiritual']
PSS_5_10,HUMAN,"During the past month, how often have you had trouble sleeping because of other reasons?",human_19,['Physical']
PSS_5_10,HUMAN,"During the past month, how often have you had trouble sleeping because of other reasons?",human_20,['Physical']
PSS_5_10,HUMAN,"During the past month, how often have you had trouble sleeping because of other reasons?",human_21,['Physical']
PSS_5_10,HUMAN,"During the past month, how often have you had trouble sleeping because of other reasons?",human_22,['Emotional']
PSS_5_10,HUMAN,"During the past month, how often have you had trouble sleeping because of other reasons?",human_23,['Environmental']
PSS_5_10,HUMAN,"During the past month, how often have you had trouble sleeping because of other reasons?",human_24,['Physical']
PSS_5_10,HUMAN,"During the past month, how often have you had trouble sleeping because of other reasons?",human_25,['Physical']
PSS_5_10,HUMAN,"During the past month, how often have you had trouble sleeping because of other reasons?",human_26,['Physical']
PSS_5_10,HUMAN,"During the past month, how often have you had trouble sleeping because of other reasons?",human_27,['Physical']
PSS_5_10,HUMAN,"During the past month, how often have you had trouble sleeping because of other reasons?",human_28,['Environmental']
PSS_6,HUMAN,"During the past month, how would you rate your sleep quality overall?",human_01,['Physical']
PSS_6,HUMAN,"During the past month, how would you rate your sleep quality overall?",human_02,['Physical']
PSS_6,HUMAN,"During the past month, how would you rate your sleep quality overall?",human_03,['Physical']
PSS_6,HUMAN,"During the past month, how would you rate your sleep quality overall?",human_04,['Physical']
PSS_6,HUMAN,"During the past month, how would you rate your sleep quality overall?",human_05,['Physical']
PSS_6,HUMAN,"During the past month, how would you rate your sleep quality overall?",human_06,['Physical']
PSS_6,HUMAN,"During the past month, how would you rate your sleep quality overall?",human_07,['Physical']
PSS_6,HUMAN,"During the past month, how would you rate your sleep quality overall?",human_08,['Physical']
PSS_6,HUMAN,"During the past month, how would you rate your sleep quality overall?",human_09,['Physical']
PSS_6,HUMAN,"During the past month, how would you rate your sleep quality overall?",human_10,['Physical']
PSS_6,HUMAN,"During the past month, how would you rate your sleep quality overall?",human_11,['Physical']
PSS_6,HUMAN,"During the past month, how would you rate your sleep quality overall?",human_12,['Emotional']
PSS_6,HUMAN,"During the past month, how would you rate your sleep quality overall?",human_13,['Physical']
PSS_6,HUMAN,"During the past month, how would you rate your sleep quality overall?",human_14,['Physical']
PSS_6,HUMAN,"During the past month, how would you rate your sleep quality overall?",human_15,['Physical']
PSS_6,HUMAN,"During the past month, how would you rate your sleep quality overall?",human_16,['Physical']
PSS_6,HUMAN,"During the past month, how would you rate your sleep quality overall?",human_17,['Physical']
PSS_6,HUMAN,"During the past month, how would you rate your sleep quality overall?",human_18,['Spiritual']
PSS_6,HUMAN,"During the past month, how would you rate your sleep quality overall?",human_19,['Physical']
PSS_6,HUMAN,"During the past month, how would you rate your sleep quality overall?",human_20,['Physical']
PSS_6,HUMAN,"During the past month, how would you rate your sleep quality overall?",human_21,['Physical']
PSS_6,HUMAN,"During the past month, how would you rate your sleep quality overall?",human_22,['Physical']
PSS_6,HUMAN,"During the past month, how would you rate your sleep quality overall?",human_23,['Physical']
PSS_6,HUMAN,"During the past month, how would you rate your sleep quality overall?",human_24,['Physical']
PSS_6,HUMAN,"During the past month, how would you rate your sleep quality overall?",human_25,['Physical']
